Sr.No,District,Disaster Type,Disaster Date,Section,Gram Panchayat,Asset Category,Name of the Road,Total Length of Road (in Km),Road Category,Road Types (materials),Road Type Material (other),RD/Location name,Length of Totally Damaged Roads (in meters),Length of Severely Damaged Roads (in meters),Length of Minor Damaged Roads (in Meters),Retaining Wall Damaged,Length of Retaining Wall Damaged (in meters),Breast Wall Damaged,Length of Breast Wall Damaged (in meters),Severity of Hume Pipe Damage,Number of Hume Pipes Damaged,Severity of Slab / Box Culvert Damage,Number of Slab / Box Culvert Damage,Severeity of Causeway Damage,Number of Causeway  Damaged,Roadside Drainage Damaged,Length of Roadside Drainage Damaged (in meters),Estimated Amount (in Lakhs),Remarks,Latitude,Longitude,,,
574,Bilaspur,Landslide,12-08-2025,Hatwar(Bharari),Saloun ,Roads,Bada-da-ghat Saloun Bum road ,5,Village Road,Black Top,,0/400 to 0/440,,40,0,Totally Damaged,0,,,,,,,,,,,40,,31.545874,76.669215,Self Visit,,
575,Bilaspur,Landslide,17-09-2025,Bharari-i(Bharari),Bharari,Roads,Ladhyani to Barota Via lehri Sarail,3.27,Village Road,Black Top,,0/405 to 0/420,,15,0,,,,,,,,,,,,,5,,31.539479,76.663212,Self Visit,,
576,Bilaspur,Landslide,01-09-2025,Hatwar(Bharari),Pantehra ,Roads,Jandot to Bum road ,5.72,Village Road,Black Top,,"2/00 to 2/200 , 3/500 to 3/700",,,400,,,,,,,,,,,,,1,,31.566417,76.685743,Self Visit,,
577,Bilaspur,Excessive Rain,16-07-2025,Geherwin(Jhandutta),,Roads,Link road Thuran to Poli Km 0/00 to 4/00,4,Village Road,Black Top,,AT VARIOUS RD,1000,1000,0,Additional R/Wall Required,200,Minor Damage,60,Minor Damage,2,,,,,Minor Damage,3000,5.2,Slip at RD 2/450 to 2/485 B/wall required for permanent restoration,31.318258,76.714798,Self Visit,,
578,Bilaspur,Excessive Rain,15-07-2025,Geherwin(Jhandutta),,Roads,Auhar to Kohina road Km 0/00 to 12/00,12,Village Road,Black Top,,AT VARIOUS RD,2000,1000,1000,Minor Damage,300,Minor Damage,150,,,,,,,Minor Damage,2500,0.85,Road crust damaged at RD 3/980 to 4/100,31.328292,76.736978,Self Visit,,
579,Bilaspur,Landslide,01-09-2025,Ghumarwin-2(Ghumarwin),Luharwin,Roads,Jhungi Barota road,2,Village Road,Black Top,,0/160 to 0/200,,,40,,,,,,,,,,,Minor Damage,40,3,,31.443741,76.721495,Self Visit,,
580,Bilaspur,Landslide,01-09-2025,Ghumarwin-2(Ghumarwin),Auhar,Roads,Bhajwani to Ropa Kotlu Chamb,1,Village Road,Cement Concrete,,0/00 to 0/030,30,,,,,,,,,,,,,,,12,,31.362371,76.720604,Self Visit,,
581,Bilaspur,Landslide,01-09-2025,Ghumarwin-2(Ghumarwin),Kothi,Roads,Kothi to Baddu,2.26,Village Road,Black Top,,0/250 to 0/500,,50,200,,,,,,,,,,,Minor Damage,100,2,,31.468797,76.723104,Self Visit,,
582,Bilaspur,Excessive Rain,21-07-2025,Geherwin(Jhandutta),,Roads,Link road Thuran Samleta rishikesh Via Jwah 0/00 to 6/540,6.54,Village Road,Black Top,,AT VARIOUS RD,1500,,1500,Minor Damage,250,Minor Damage,150,Minor Damage,3,,,,,Minor Damage,2500,,Minor Slips at RD 3/110 to 3/140,31.319734,76.72186,Self Visit,,
583,Bilaspur,Landslide,30-06-2025,Dadhol(Bharari),Paplah,Roads,Junala Karloti Chatt ,5.73,Village Road,Black Top,,"0/350 to 0/360 ,0/725 to 0/735 , 2/960 to 2/968 & 4/660 to 4/650",,38,200,,,,,,,,,,,,,9.1,Slips ,31.486194,76.62496,Self Visit,,
584,Bilaspur,Landslide,02-09-2025,Ghumarwin-2(Ghumarwin),Auhar,Roads,Bhager Auhar road ,4,Village Road,Black Top,,3/250 to 3/800,,50,500,,,,,,,,,,,Minor Damage,150,3,,31.371147,76.719511,Self Visit,,
585,Bilaspur,Excessive Rain,21-07-2025,Geherwin(Jhandutta),,Roads,Jajjar to Mekhwin road km 0/00 to 1/400,1.4,Village Road,Black Top,,AT VARIOUS RD,200,,,Additional R/Wall Required,50,Minor Damage,30,,,,,,,Minor Damage,400,,R/Wall required at RD 1/150 to 1/165 road side crust exposed,31.353578,76.692898,Self Visit,,
586,Bilaspur,Landslide,03-09-2025,Ghumarwin-2(Ghumarwin),Ghumarwin,Roads,Kandrour Panoh Takrera Ghumarwin road,8.3,Village Road,Black Top,,7/400 to 7/650,,100,150,,,,,,,,,,,,,20,,31.4347351,76.720929,Self Visit,,
587,Bilaspur,Landslide,03-09-2025,Ghumarwin-2(Ghumarwin),Luharwin,Roads,Silh Nain Road,3.285,Village Road,Black Top,,2/850 to 2/860,,10,,,,Severely Damaged,10,,,,,,,Minor Damage,10,8,,31.45731,76.733525,Self Visit,,
588,Bilaspur,Landslide,27-08-2025,Bharari-i(Bharari),,Roads,SUSNAL BALDA BHAGYUNDA ROAD ,4.545,Village Road,Black Top,,1/250 to 1/265,15,,0,Totally Damaged,15,,,,,,,,,Minor Damage,15,10,,31.53726,76,Self Visit,,
589,Bilaspur,Excessive Rain,12-08-2025,Ghumarwin-i(Ghumarwin),,Roads,Ghumarwin Dabla Morsinghi road,7.8,Village Road,Black Top,,1.050,,200,,,,,,,,,,,,,,10,,31.477,74,Self Visit,,
590,Bilaspur,Landslide,26-08-2025,Bharari-i(Bharari),,Roads,sumari to lower bhapral under PMGSY-III,5.2,Village Road,Black Top,,4/750 to 4/720,,30,0,,,,,,,,,,,,,7.5,,31.525959,75,Self Visit,,
591,Bilaspur,Landslide,27-08-2025,Bharari-i(Bharari),,Roads,Dangar to Barota Ladrour road ,9.16,Village Road,Black Top,,0/820 to 0/840,,20,0,,,,,,,,,,,,,5,,31.524436,76.634927,Self Visit,,
592,Bilaspur,Excessive Rain,22-07-2025,Geherwin(Jhandutta),,Roads,Link road Thuran to Poli km 0/00 to 4/00,4,Village Road,Black Top,,AT VARIOUS RD,500,500,0,Additional R/Wall Required,30,Minor Damage,10,,,,,,,Minor Damage,50,,Slips at RD1/855 to 1/870 B/Wall required for complete restoration,31.318243,76.715101,Self Visit,,
593,Bilaspur,Excessive Rain,22-07-2025,Geherwin(Jhandutta),,Roads,Jajjar to Mekhwin road km 0/00 to 1/400,1.4,Village Road,Black Top,,AT VARIOUS RD,200,200,0,Additional R/Wall Required,100,Minor Damage,60,,,,,,,Minor Damage,100,,Slip at RD 0/975 to 1/00 B/Wall required for complete restoration,31.353574,76.692914,Self Visit,,
594,Bilaspur,Landslide,30-06-2025,Dadhol(Bharari),,Roads,Cheli Tank Ghattian Kagdhyni Samlol road ,4.12,Village Road,Black Top,,"3/290 to 3/300, 1/332 to 1/342, 1/355 to 1/365 & 1/180 to 1/230",,80,150,,,,,,,,,,,,,4.1,Slips ,31.462143,76.649642,Self Visit,,
595,Bilaspur,Excessive Rain,21-08-2025,Bharari-i(Bharari),,Roads,Link road to Village Rana BAsti ,2.5,Village Road,Cement Concrete,,0/00 to 0/600 ,,600,0,,,,,,,,,,,Minor Damage,600,25.4,,31.552982,76,Self Visit,,
596,Bilaspur,Landslide,21-08-2025,Bharari-i(Bharari),,Roads,Dadhol to Ladrour road ,13.5,Village Road,Black Top,,0/645 to 0/680,,35,0,Totally Damaged,35,,,,,,,,,,,20,,31.502581,76.666529,Self Visit,,
597,Bilaspur,Landslide,14-08-2025,Bharari-i(Bharari),,Roads,Rohal khad Lehri Sarail Domehar Ghandalwin road,12.795,Village Road,Black Top,,3/015 to 3/020,,5,0,,,,,,,,,,,Minor Damage,5,8,,31.520686,76.655047,Self Visit,,
598,Bilaspur,Landslide,30-06-2025,Dadhol(Bharari),,Roads,Kallar Paplah Jorghat Dangar ,13,Village Road,Black Top,,"10/084, 9/335 to 9/360 & 8/418 to 8/432",,39,0,,,,,Severely Damaged,3,,,,,,,5.8,,31.508648,76.614889,Self Visit,,
599,Bilaspur,Landslide,16-08-2025,Bharari-i(Bharari),,Roads,TARGHEL TO LADROUR ROAD,6.825,Village Road,Black Top,,1/980 to 2/010,,30,0,,,,,,,,,,,Minor Damage,30,15,,31.553843,76.618252,Self Visit,,
600,Bilaspur,Excessive Rain,29-07-2025,Geherwin(Jhandutta),,Roads,Link road Auhar to Kohina km 0/00 to 12/00,12,Village Road,Black Top,,AT VARIOUS RD,500,500,0,,,,,,,,,,,Minor Damage,50,4.2,Slip at RD 6/080 to 6/090 Road crust damaged at RD 7/285 to 7/335 Road crust damaged at RD 6/700 to 6/850,31.328758,76,Self Visit,,
601,Bilaspur,Excessive Rain,29-07-2025,Geherwin(Jhandutta),,Roads,Link road Thuran Samleta rishikesh Via Jwah 0/00 to 6/540,6.54,Village Road,Black Top,,AT VARIOUS RD,100,100,0,,,,,,,,,,,Minor Damage,100,6.4,Slips at RD 0/705 to 0/720  B/wall required Slips at RD 0/740 to 0/780 B/wall required Slips at RD 3/110 to 3/120 unlined Drain Choked c/o lined drain along with protection wall required,31.319889,76.723085,Self Visit,,
602,Bilaspur,Landslide,07-07-2025,Dadhol(Bharari),,Roads,Kallar Paplah Jorghat Dangar ,13,Village Road,Black Top,,6/250 to 6/265 & 6/812 to 6/82002,,23,0,,,,,,,,,,,,,9.9,,31.491482,76,Self Visit,,
603,Bilaspur,Landslide,12-08-2025,Bharari-i(Bharari),,Roads,Link road to Bari Chawk,1,Village Road,Black Top,,0/245 to 0/255,,10,0,,,,,,,,,,,,,5,,31.581747,76.650301,Self Visit,,
604,Bilaspur,Landslide,25-08-2025,Ghumarwin-i(Ghumarwin),,Roads,Ghumarwin Dabla Morsinghi road,7.8,Village Road,Black Top,,6.975,30,50,,Totally Damaged,0,,,,,,,,,,,20,,31.477,76.706,Self Visit,,
605,Bilaspur,Excessive Rain,02-08-2025,Geherwin(Jhandutta),,Roads,Auhar to Barsand road km 0/00 to 5/00,5,Village Road,Black Top,,at various rd,500,500,0,,,,,,,,,,,,,0.15,Road blocked due to Tree Fall at RD 1/790,31.365293,76.702185,Self Visit,,
606,Bilaspur,Excessive Rain,02-08-2025,Geherwin(Jhandutta),,Roads,Samoh gehrwin thuram road km 0/00 to 13/00,13,Village Road,Black Top,,at various rd,100,100,0,,,,,,,,,,,Minor Damage,100,3.9,Slip at RD 7/585 to 7/600 B/wall required Slip at RD 10/170 to 10/180 B/wall required,31.349774,76.695956,Self Visit,,
607,Bilaspur,Excessive Rain,02-08-2025,Geherwin(Jhandutta),,Roads,Gehrwin to Behna Jattan 0/00 to 7/500,7.5,Village Road,Black Top,,AT Various rd,1000,200,800,Minor Damage,200,Minor Damage,100,,,,,,,Minor Damage,500,3.2,Berms washed at RD 3/300 to 3/600 Slip at RD 3/330 to 3/345 B/wall required,31.354347,76.702327,Self Visit,,
608,Bilaspur,Landslide,07-06-2025,Dadhol(Bharari),,Roads,Nihari Berthin road ,8,Village Road,Black Top,,2/930 to 2/960 & 6/900 to 7/330,,,0,,,,,,,,,,,Totally Damaged,460,8.1,,31.461714,76.676344,Self Visit,,
609,Bilaspur,Landslide,12-08-2025,Bharari-i(Bharari),,Roads,Mihara to Unda road,1.5,Village Road,Black Top,,0/500 to 0/525,,25,0,,,,,,,,,,,Minor Damage,25,10,,31.557149,76.653,Self Visit,,
610,Bilaspur,Landslide,12-08-2025,Bharari-i(Bharari),,Roads,sumari to lower bhapral,9.2,Village Road,Black Top,,2/890 to 2/990,,100,0,,,,,,,,,,,Severely Damaged,100,5,,31.517843,76.672071,Self Visit,,
611,Bilaspur,Landslide,13-08-2025,Bharari-i(Bharari),,Roads,Rohal khad Lehri Sarail Domehar Ghandalwin road,12.795,Village Road,Black Top,,4/250 to 4/270,,20,0,,,,,,,,,,,Minor Damage,20,5,,31.526318,76,Self Visit,,
612,Bilaspur,Landslide,30-06-2025,Dadhol(Bharari),,Roads,Cheli Tank Ghattian Kagdhyni Samlol road ,4.12,Village Road,Black Top,,"3/290 to 3/300, 1/332 to 1/342, 1/355 to 1/365 & 1/180 to 1/230",,80,200,,,,,,,,,,,,,4.1,Slips ,31.462143,76.649642,Self Visit,,
613,Bilaspur,Landslide,21-08-2025,Bharari-i(Bharari),,Roads,Dangar to Barota Ladrour road ,9.16,Village Road,Black Top,,0/005 to 0/019,,14,0,,,,,,,,,,,,,3.5,,31.519756,76.632236,Self Visit,,
614,Bilaspur,Landslide,27-08-2025,Bharari-i(Bharari),,Roads,TARGHEL TO LADROUR ROAD,6.825,Village Road,Black Top,,3//170 to 3/190,,20,0,,,,,,,,,,,Minor Damage,20,5,,31.560277,76.621137,Self Visit,,
615,Bilaspur,Landslide,27-08-2025,Bharari-i(Bharari),,Roads,Rohal khad Lehri Sarail Domehar Ghandalwin road,12.795,Village Road,Black Top,,2/175 to 2/180,,5,0,,,,,,,,,,,,,2.5,,31.517563,76.659346,Self Visit,,
616,Bilaspur,Landslide,31-08-2025,Bharari-i(Bharari),,Roads,Behra Samsai Bhadsi road ,2.5,Village Road,Earthen Road,,0/255 to 0/265,,10,0,,,,,,,,,,,Minor Damage,10,3.5,,31.52773,76.644654,Self Visit,,
617,Bilaspur,Landslide,31-08-2025,Bharari-i(Bharari),,Roads,sumari to lower bhapral under PMGSY-III,5.2,Village Road,Black Top,,"0/060 to 0/070,0/640 to 0/650,1/160 to 1/220",,,80,,,,,,,,,,,,,3.5,,31.512457,76.680448,Self Visit,,
618,Bilaspur,Excessive Rain,05-08-2025,Geherwin(Jhandutta),,Roads,Samoh gehrwin thuram road km 0/00 to 13/00,13,Village Road,Black Top,,at various rd,2000,2000,0,Additional R/Wall Required,120,Minor Damage,60,,,,,,,Minor Damage,400,4.5,Road side subsidence at  RD 8/270 to 8/280 R/wall required for protection of road,31.348862,76.696749,Self Visit,,
619,Bilaspur,Excessive Rain,05-08-2025,Geherwin(Jhandutta),,Roads,Gehrwin to Behna Jattan 0/00 to 7/500,7.5,Village Road,Black Top,,at various rd,1000,1000,0,Additional R/Wall Required,20,,,,,,,,,Minor Damage,300,4.5,Road side subsidence at  RD 6/890 to 6/900 R/wall required for protection of road Slip at RD 6/840 to 3/845 B/wall required,31.355176,76.706258,Self Visit,,
620,Bilaspur,Landslide,07-07-2025,Dadhol(Bharari),,Roads,Junala chatt Karloti ,5.75,Village Road,Black Top,,0/485 to 0/500 & 3/425 to 3/440,,40,100,,,,,,,,,,,,,8.9,,31.491226,76.622535,Self Visit,,
621,Bilaspur,Landslide,07-07-2025,Dadhol(Bharari),,Roads,Dadhol Jrora ,2,Village Road,Black Top,,0/340 to 0/365,,15,0,,,,,,,,,,,,,3.9,,31.488872,76.670585,Self Visit,,
622,Bilaspur,Excessive Rain,01-06-2025,Nakhlehra(Jhandutta),,Roads,Baroha Kohina road ,24,Village Road,Water Bound Macadem,F.D.R.,at various rd,1200,1200,0,Minor Damage,100,Minor Damage,20,,,,,,,Minor Damage,1000,10,Land sliding at rd 23/285 to 23/350,31.246073,76.730947,Self Visit,,
623,Bilaspur,Excessive Rain,06-08-2025,Geherwin(Jhandutta),,Roads,Gehrwin to Behna Jattan 0/00 to 7/500,7.5,Village Road,Black Top,,AT VARIOUS RD,350,350,0,Minor Damage,100,Additional B/Wall Required,50,,,,,,,Minor Damage,100,6.5,Road cut from valley side at  RD 2/455 to 2/480 R/wall required for protection of road Slip at RD 6/840 to 3/845 B/wall required,31.353995,76.699854,Self Visit,,
624,Bilaspur,Landslide,02-08-2025,Bharari-i(Bharari),,Roads,Rohal khad Lehri Sarail Domehar Ghandalwin road,12.795,Village Road,Black Top,,4/930 TO 4/970,,40,0,,,,,,,,,,,Minor Damage,40,10,,31.532406,76.650025,Self Visit,,
625,Bilaspur,Landslide,07-07-2025,Dadhol(Bharari),,Roads,Gugga Mohra Kapahra Sukkar Khad ,3.37,Village Road,Black Top,,0/525 to 0/540 & 0/600 to 0/615,,30,0,,,,,,,,,,,,,8,,31.47237,76.640506,Self Visit,,
626,Bilaspur,Excessive Rain,28-08-2025,Ghumarwin-i(Ghumarwin),,Roads,Link road to Kangar Hadsar,1,Village Road,Black Top,,0.50 TO 0.500,,450,,,,,,,,,,,,,,25,,31.414,76.709,Self Visit,,
627,Bilaspur,Excessive Rain,02-09-2025,Ghumarwin-i(Ghumarwin),,Roads,Rahian Vijaypur Auhar road ,3.5,Village Road,Black Top,,0.600 AND 1.800,,150,600,,,,,,,,,,,,,13,,31.388,76,Self Visit,,
628,Bilaspur,Excessive Rain,24-08-2025,Geherwin(Jhandutta),,Roads,Auhar to kohina road km 0/00 to 12/00,12,Village Road,Black Top,,AT VARIOUS RD,1000,,1000,Minor Damage,40,Minor Damage,20,,,,,,,Minor Damage,200,0.9,Road crust damaged at RD 6/970 to 6/980,31.328436,76.73686,Self Visit,,
629,Bilaspur,Excessive Rain,24-08-2025,Geherwin(Jhandutta),,Roads,Gehrwin to Behna Jattan 0/00 to 7/500,7.5,Village Road,Black Top,,AT VARIOUS RD,580,580,0,,,,,,,,,,,Minor Damage,100,20.4,Road edge exposed due to slide on valley side at RD 5/700 to 5/715 required R/wall for restoration Rock fall/ slip  at RD 5/750 B/wall required fro complete restoration Rock fall/ slip  at RD 7/120 to 7/130 B/wall required Road edge exposed due to slide on valley side at RD 2/455 to 2/485 required R/wall for restoration,31.353995,76.699854,Self Visit,,
630,Bilaspur,Excessive Rain,03-09-2025,Nakhlehra(Jhandutta),,Roads,Baroha kohina road ,24,Village Road,Water Bound Macadem,F.D.R.,at various rd,1400,1400,0,Minor Damage,50,Minor Damage,25,,,,,,,Minor Damage,100,3,land sliding at rd 13/550 to 13/620,31.381372,76.679653,Self Visit,,
631,Bilaspur,Excessive Rain,03-09-2025,Nakhlehra(Jhandutta),,Roads,Boraha Kohina road ,24,Village Road,Water Bound Macadem,F.D.R.,at various rd,500,500,0,Minor Damage,30,Minor Damage,10,,,,,,,Minor Damage,200,2,land sliding at rd 14/320 to 14/400,31.326317,76.700761,Self Visit,,
632,Bilaspur,Excessive Rain,25-08-2025,Geherwin(Jhandutta),,Roads,Gehrwin to Behna Jattan 0/00 to 7/500,7.5,Village Road,Black Top,,AT VARIOUS RD,500,500,0,,,,,,,,,,,Minor Damage,100,25.1,Road edge exposed due to mass sliding on valley side at RD 4/700 to 4/730 required R/wall for complete restoration Rock fall/ slip  at RD 5/800 to 5/820 B/wall required for complete restoration Tree fell and Slip at RD 5/630 to 5/640,31.354947,76.711436,Self Visit,,
633,Bilaspur,Excessive Rain,04-09-2025,Nakhlehra(Jhandutta),,Roads,Baroha Kohina road ,24,Village Road,Water Bound Macadem,F.D.R.,,100,100,0,,,,,,,,,,,Minor Damage,150,20,land sliding at rd 12/650 to 12/700 wire crate and B/wall damaged /proposed,31.355379,76.681052,Self Visit,,
634,Bilaspur,Excessive Rain,04-09-2025,Nakhlehra(Jhandutta),,Roads,Baroha Kohina road ,24,Village Road,Water Bound Macadem,F.D.R.,at various rd,200,200,0,,,,,,,,,,,Minor Damage,350,0.5,land slide at rd 2/400 to 2/440,31.379033,76.677422,Self Visit,,
635,Bilaspur,Excessive Rain,25-08-2025,Geherwin(Jhandutta),,Roads,Chatyalbalh Khirsi km 0/00 to 2/500,2.5,Village Road,Black Top,,AT VARIOUS RD,500,500,0,,,,,,,,,,,Minor Damage,100,6,Road edge exposed due to Subsidence on valley side at RD0/345 to 0/360 required R/wall for complete restoration,31.341676,76.699984,Self Visit,,
636,Bilaspur,Excessive Rain,25-08-2025,Geherwin(Jhandutta),,Roads,Thuran to Poli km 0/00 to 4/00,4,Village Road,Black Top,,AT VARIOUS RD,800,800,0,,,,,,,,,,,Minor Damage,200,52,Road edge washed due to landslide on valley side at RD 1/590 to 1/620  required R/wall for complete restoration Slips at RD required B/wall at RD 1/720 for complete restoration Road edge washed due to landslide on valley side at RD 2/285 to 2/300  required R/wall for complete restoration Slips at RD 2/315  required B/wall at  Slips at RD 2/500 to 2/510 required B/wall Slips at RD 2/600 to 2/615 required B/wall. Slips at RD 2/990 to 3/030 required B/wall.,31.318328,76.714615,Self Visit,,
637,Bilaspur,Landslide,01-07-2025,Dadhol(Bharari),,Roads,Nihari Berthin road ,8,Village Road,Black Top,,"0/60 to 0/75 , 0/833 to 0/8500 & 5/00 to 5/018",,50,150,,,,,,,,,,,,,14.7,,31.481067,76.672812,Self Visit,,
638,Bilaspur,Excessive Rain,15-08-2025,Ghumarwin-i(Ghumarwin),,Roads,Dhingu to Sukri,1,Village Road,Black Top,,1.350,,100,,,,,,,,,,,,,,4,,31.402,76.698,Self Visit,,
639,Bilaspur,Excessive Rain,25-08-2025,Geherwin(Jhandutta),,Roads,Chatyalbalh to Dabbar road km 0/00 to 2/600,2.6,Village Road,Black Top,,AT VARIOUS RD,200,200,0,Additional R/Wall Required,100,Minor Damage,40,,,,,,,Minor Damage,500,0.45,Slip at RD 1/700 to 1/720 Slip at RD 1/770 to 1/780 B/wall required,31.337525,76.703505,Self Visit,,
640,Bilaspur,Excessive Rain,04-09-2025,Nakhlehra(Jhandutta),,Roads,Boroha Kohina road ,24,Village Road,Water Bound Macadem,F.D.R.,at various rd,400,,400,,,,,,,,,,,Minor Damage,200,5,F.D.R. and B.C. damaged at rd 1/020 to 1/050,31.380408,76.680014,Self Visit,,
641,Bilaspur,Landslide,01-07-2025,Dadhol(Bharari),,Roads,Kallar Paplah Jorghat Dangar ,13,Village Road,Black Top,,"1/330 to 1/350 , 4/400 to 4/440 & 8/280 to 8/300",,80,100,,,,,,,,,,,,,6.1,Slips ,31.460335,76.661629,Self Visit,,
642,Bilaspur,Excessive Rain,04-09-2025,Nakhlehra(Jhandutta),,Roads,Baroha Kohina road ,24,Village Road,Water Bound Macadem,F.D.R.,at various rd,400,400,0,,,,,,,,,,,Minor Damage,100,4,F.D.R. and B.C. damaged at rd 4/465 to 4/475,31.31251,76.697177,Self Visit,,
643,Bilaspur,Excessive Rain,25-08-2025,Geherwin(Jhandutta),,Roads,Samoh to Nersa devi ji road km 0/00 to 1/400,1.4,Village Road,Black Top,,AT VARIOUS RD,1000,1000,0,Minor Damage,100,Minor Damage,20,,,,,,,Minor Damage,200,0.2,Slip at Rd 0/780 to 0/790,31.386087,76.682879,Self Visit,,
644,Bilaspur,Landslide,01-07-2025,Dadhol(Bharari),,Roads,Dangar to Badaghat via chokhna ,13,Village Road,Black Top,,"0/870 to 0/882, 12/00 to 12/015 , 12/565 to 12/570 &11/750 to 11/758",,40,120,,,,,,,,,,,,,12.85,Slips ,31.4588,76.67294,Self Visit,,
645,Bilaspur,Excessive Rain,27-08-2025,Ghumarwin-i(Ghumarwin),,Roads,Vijaypur Amarrpur Hadsar Dahd Jaman road,7.5,Village Road,Black Top,,"3.610, 3.805,3.720,4.020,4.150",,500,300,,,,,,,,,,,,,45,,31.422,74,Self Visit,,
646,Bilaspur,Excessive Rain,01-09-2025,Ghumarwin-i(Ghumarwin),,Roads,Link road from Auhar to Daryana Vijaypur via Kali Mata Mandir ,1,Village Road,Black Top,,0.120 to 0.140,,20,,,,,,,,,,,,Totally Damaged,20,3,,31.384,76.791,Self Visit,,
647,Bilaspur,Excessive Rain,31-08-2025,Geherwin(Jhandutta),,Roads,Salashi to Hirapur road km 0/00 to 2/600,2.6,Village Road,Black Top,,at various rd,50,50,0,,,,,,,,,,,Minor Damage,100,5,Road subsidence at RD 0/375 to 0/405 ,31.361385,76.711457,Self Visit,,
648,Bilaspur,Excessive Rain,31-08-2025,Geherwin(Jhandutta),,Roads,Gehrwin to Behna Jattan 0/00 to 7/500,7.5,Village Road,Black Top,,at various rd,500,500,0,Minor Damage,100,Minor Damage,40,,,,,,,Minor Damage,100,50,Road completely washed away due to road settlement on valley side from RD 4/680 to 4/730  R/wall for complete restoration Slip at Rd 6/240 to 6/265 B/wall required,31.354226,76701461,Self Visit,,
649,Bilaspur,Landslide,01-07-2025,Dadhol(Bharari),,Roads,Kotlu Brahamna ,2.5,Village Road,Black Top,,"0/620 to 0/635 , 0/460 to 0/580 ",,,155,,,,,,,,,,,,,4.4,Slips ,31.424204,76.645772,Self Visit,,
650,Bilaspur,Excessive Rain,16-08-2025,Ghumarwin-i(Ghumarwin),,Roads,Link road from Ghumarwin Morsinghi road to vill upper Galassin,0.8,Village Road,Black Top,,.00 to .8000,,,800,,,,,,,,,,,,,7,,31.468,76.711,Self Visit,,
651,Bilaspur,Excessive Rain,03-09-2025,Ghumarwin-i(Ghumarwin),,Roads,Bhager Panol Berthin road,7,Village Road,Black Top,,0.000 TO 3.000,,1000,2000,,,,,,,,,,,Minor Damage,1000,32,,31.395,76.722,Self Visit,,
652,Bilaspur,Landslide,31-08-2025,Ghumarwin-i(Ghumarwin),,Roads,Bhager Panol Berthin road,7,Village Road,Black Top,,1.000TO 1.500,,500,,,,,,,,,,,,Minor Damage,200,10,,31.395,76.722,Self Visit,,
653,Bilaspur,Excessive Rain,26-08-2025,Ghumarwin-i(Ghumarwin),,Roads,Link road to Harizan Basti Gehari ,1,Village Road,Black Top,,0.000 TO 1.000,,,1000,,,,,,,,,,,,,3,,31.457,76.713,Self Visit,,
654,Bilaspur,Excessive Rain,27-08-2025,Ghumarwin-i(Ghumarwin),,Roads,Ghumarwin Dabla Morsinghi road,7.8,Village Road,Black Top,,3.250TO 3.265 AND 3.425 TO 3.440,,30,0,,,,,,,,,,,Minor Damage,30,15,,31.477,76.706,Self Visit,,
655,Bilaspur,Landslide,02-09-2025,Ghumarwin-2(Ghumarwin),Kothi,Roads,Joginder Nagar Sarkaghat Ghumarwin road,103.3,Major District Road,Black Top,,95/300 to 95/500,50,50,100,,,Minor Damage,40,,,,,,,Totally Damaged,200,10,,31.4958756,76.7273861,Self Visit,,
656,Bilaspur,Landslide,25-08-2025,Ghumarwin-2(Ghumarwin),Tiun Khas,Roads,Kuthera to Harlog via Dugli Tasli,5.5,Village Road,Black Top,,4/200 to 4/450,,100,150,,,,,,,,,,,Minor Damage,50,2,,31.477429,76.744437,Self Visit,,
657,Bilaspur,Excessive Rain,04-09-2025,Nakhlehra(Jhandutta),,Roads,Baroha Kohina road ,24,Village Road,Water Bound Macadem,F.D.R.,at various rd,1000,1000,0,,,,,,,,,,,Minor Damage,100,0.5,land slide at rd 14/670 to 14/690,31.315688,76,Self Visit,,
658,Bilaspur,Landslide,01-07-2025,Dadhol(Bharari),,Roads,Chatt Ghattian ,2,Village Road,Water Bound Macadem,,"0/420 to 0/480, 0/00 to 2/00  & 1/260 to 1/315",,115,2000,,,,,,,,,,,,,2.95,Slips ,31.442783,76,Self Visit,,
659,Bilaspur,Landslide,12-08-2025,Ghumarwin-2(Ghumarwin),Dabla,Roads,Talai to Randoh,2,Village Road,Black Top,,0/800 to 0/950,50,50,50,,,,,,,,,,,Minor Damage,50,60,,31.494527,76.719094,Self Visit,,
660,Bilaspur,Landslide,05-08-2025,Ghumarwin-2(Ghumarwin),Ghumarwin,Roads,Kandrour Panoh Takrera Ghumarwin road,8.3,Village Road,Black Top,,5/900 to 5/910,,10,0,,,,,,,,,,,Minor Damage,10,8,,31.4296741,767275970,Self Visit,,
661,Bilaspur,Excessive Rain,03-09-2025,Geherwin(Jhandutta),,Roads,Gehrwin to behna jattan Road Km 0/00 to 7/500,7.5,Major District Road,Black Top,,at various rd,100,100,0,,,,,,,,,,,Minor Damage,200,12.25,Slip and tree fell at RD 4/570 to 4/585 B/wall required slip at Rd 6/615 to 6/640 B/wall required Slip at Rd 6/560 to6/590 B/wall required Slip at RD 3/615  Slip at RD 5/800 to 5/890,31.354244,76.702019,Self Visit,,
